__Smoker69,[-148;-196],447260,CB5
_SmeLLx,[-195;-100],0,CB3
Popi110,[-146;-159],0,CB5
FlemiiDerEchte,[-139;140],0,CB4
leolegocraft04,[-146;-161],0,CB5
Ayman999,[-195;-104],0,CB3
_HazeDNA,[-146;-162],0,CB5
123579,[-195;-105],0,CB3
McGusti,[-139;134],0,CB4
Safetyschloss,[-195;-106],0,CB3
Jinxdzn,[-139;133],0,CB4
lucstar06,[-146;-169],0,CB5
FreshBro22,[-139;132],0,CB4
Tim_030,[-146;-173],0,CB5
CreavSheyn,[-139;130],0,CB4
Jebozlesaaa,[-139;127],0,CB4
Ender303_is_real,[-195;-120],0,CB3
zLisukey,[-139;126],0,CB4
Vigil_89,[-195;-122],0,CB3
zLisukey,[-139;125],0,CB4
Alf6321,[-146;-181],0,CB5
IzopeeTV,[-195;-125],0,CB3
Pro0718,[-139;122],0,CB4
FreezeGamer07,[-146;-185],0,CB5
StylischeLili,[-139;121],0,CB4
FreezeGamer07,[-146;-186],0,CB5
Adwa_enture,[-139;119],0,CB4
zPfaexGHG,[-195;-131],0,CB3
Puma_12,[-139;118],0,CB4
Anna1995SA,[-146;-189],0,CB5
Alarich2018,[-139;117],0,CB4
edeka_original,[-195;-137],0,CB3
Z3DHUNT3R,[-195;-138],0,CB3
CuzImLeg4nd,[-195;-141],0,CB3
Chaosjojo22,[-147;200],0,CB5
Puma_12,[-139;111],0,CB4
Miner_ZA,[-195;-144],0,CB3
Miner_ZA,[-195;-145],0,CB3
Adwa_enture,[-139;107],0,CB4
Cuz1mCece21,[-139;106],0,CB4
D4RI4NSeinQsenk,[-147;193],0,CB5
LadegerxtYT,[-139;103],0,CB4
MrSuperPhoenixx,[-147;192],0,CB5
_Xoastie_,[-139;101],0,CB4
Towelie_Handtuch,[-147;191],0,CB5
FresherRagy,[-195;-155],0,CB3
KuschligesDenise,[-147;189],0,CB5
MirusZockt,[-195;-157],0,CB3
zDr_Sasukqy,[-147;188],0,CB5
TschooTschiee,[-147;187],0,CB5
TeamRocket2,[-147;185],0,CB5
Symcaliptus,[-139;90],0,CB4
AndiBW,[-195;-166],0,CB3
Diamond_LP_YT,[-147;181],0,CB5
TheEndTV,[-139;85],0,CB4
Keks_hat_skill,[-195;-170],0,CB3
MegaCrater,[-195;-172],0,CB3
xXPvPMatzXx,[-139;84],0,CB4
bombom2006,[-147;168],0,CB5
OFGott,[-195;-176],0,CB3
_MithiX_,[-147;167],0,CB5
Lenso361,[-195;-178],0,CB3
UnneutralerJude,[-139;77],0,CB4
zMultiClient,[-195;-183],0,CB3
zMultiClient,[-195;-184],0,CB3
_MithiX_,[-147;166],0,CB5
todesrecher,[-139;75],0,CB4
Legit_Freak,[-147;165],0,CB5
KokainMini,[-195;-191],0,CB3
zScufGaming,[-139;71],0,CB4
Nicealex_XD,[-195;-192],0,CB3
zScufGaming,[-139;65],0,CB4
GrieferCasino,[-196;198],0,CB3
Skittle_leca,[-147;151],0,CB5
DroppoSAN,[-139;58],0,CB4
zScufGaming,[-139;56],0,CB4
zImZxmbie,[-196;187],0,CB3
Veniiixx,[-139;55],0,CB4
BUBBL3FISH,[-196;185],0,CB3
AlpakaMagKekse,[-139;51],0,CB4
MopsLp_fna,[-139;50],0,CB4
KyudoOG,[-147;135],0,CB5
SantaSokri,[-139;49],0,CB4
HauptsaechlichJr,[-147;134],0,CB5
MarvCode,[-139;48],0,CB4
SER76,[-196;177],0,CB3
_ItzDomi_,[-196;176],0,CB3
FxkeVollpfosten,[-147;129],0,CB5
CuzImSmart,[-196;173],0,CB3
PalpatineKifft,[-139;41],0,CB4
CuzImSmart,[-196;172],0,CB3
ChaosAngi_HD,[-139;40],0,CB4
CuzImSmart,[-196;171],0,CB3
CamoBoy88,[-147;124],0,CB5
CuzImSmart,[-196;170],0,CB3
xXDustin02Xx,[-139;36],0,CB4
affehagi1088,[-196;169],0,CB3
KxthisMaggiDea,[-139;34],0,CB4
ScaniaV800,[-196;167],0,CB3
B4n4nenko3nig,[-139;32],0,CB4
KrixelHD,[-139;30],0,CB4
IBimsAnsage,[-139;26],0,CB4
Blindbrille,[-196;158],0,CB3
Wolfsburg_20,[-147;111],0,CB5
MasterKit,[-147;110],0,CB5
MasterKit,[-147;109],0,CB5
ZuA_PauL,[-196;152],0,CB3
MysticAdidas,[-147;107],0,CB5
PixelCraft_JL,[-139;22],0,CB4
KollmanXD,[-196;149],0,CB3
arturon747,[-196;148],0,CB3
_ZeroFX_,[-147;102],0,CB5
Zrolyx,[-196;147],0,CB3
BastiCasa,[-139;18],0,CB4
_ZeroFX_,[-147;101],0,CB5
zQuenze,[-139;17],0,CB4
Atlantis_Wolves,[-147;99],0,CB5
textureprinter,[-139;16],0,CB4
Zrolyx,[-196;146],0,CB3
Zrolyx,[-196;145],0,CB3
Yakuza740,[-139;14],0,CB4
LSQ_TobsGameYT,[-196;144],0,CB3
Skyns,[-147;94],0,CB5
MrentenTV,[-196;143],0,CB3
Blue_Hoodie_,[-139;9],0,CB4
die21,[-196;140],0,CB3
ZeitzumKaufen1,[-147;88],0,CB5
PoroTV_Junior,[-139;6],0,CB4
ZeitzumKaufen1,[-147;87],0,CB5
PokeKill13,[-196;136],0,CB3
CuzImLeqit_,[-147;86],0,CB5
CuzImLeqit_,[-147;83],0,CB5
NilsHD_YT,[-139;-1],0,CB4
Paulus17,[-147;81],0,CB5
Paulus17,[-147;80],0,CB5
minimimentos,[-196;128],0,CB3
Paulus17,[-147;79],0,CB5
Mr_Squarepants,[-147;77],0,CB5
MegaBasti6000,[-196;123],0,CB3
_xYouSasuke,[-139;-10],0,CB4
Starcate,[-147;74],0,CB5
AbnormaleMedusa,[-139;-13],0,CB4
xXxLeoCraftxXx,[-147;70],0,CB5
xCriticalOps,[-139;-16],0,CB4
xDaTobeeyyGHG,[-139;-17],0,CB4
ByFlurex,[-147;68],0,CB5
RoyaleEnte,[-196;113],0,CB3
SimpleSupport,[-139;-18],0,CB4
JeKekz,[-139;-20],0,CB4
BentoxYT,[-196;108],0,CB3
SoyDenis,[-139;-23],0,CB4
Verstorbene,[-139;-24],0,CB4
_AFC_,[-196;105],0,CB3
2_Prozent_Akku,[-147;62],0,CB5
space_apricot,[-196;104],0,CB3
MinimumTommy,[-196;101],0,CB3
Hyruliana,[-147;46],0,CB5
_xqf,[-196;84],0,CB3
yatogamiiii,[-139;-46],0,CB4
EnderPvP05,[-139;-49],0,CB4
Fire_ReaperHD,[-196;61],0,CB3
zJxrry_,[-147;20],0,CB5
Paule_und_Flippo,[-196;60],0,CB3
DoseMitFanta,[-147;19],0,CB5
MATZEFLY,[-196;59],0,CB3
xXPoleyXx,[-147;18],0,CB5
_IchHabeWasser_,[-139;-71],0,CB4
Salatdresing,[-147;11],0,CB5
PumiiiGHG,[-196;50],0,CB3
_NightSchadow_,[-147;10],0,CB5
PumiiiGHG,[-196;49],0,CB3
SniperHuhnYT,[-147;8],0,CB5
SniperHuhnYT,[-147;7],0,CB5
1325Ping,[-147;6],0,CB5
WichtigerPrxme,[-196;41],0,CB3
Vinc_187,[-196;39],0,CB3
SheLovesMaWeed,[-147;-1],0,CB5
PixelClashAT,[-196;37],0,CB3
LpkillerHD,[-139;-94],0,CB4
KartofelSchaeler,[-196;36],0,CB3
kxckingYanicTV,[-147;-2],0,CB5
Abgegrleft,[-196;33],0,CB3
Sayajin_,[-139;-102],0,CB4
BustedCow,[-196;26],0,CB3
_Basti_GHG_,[-139;-108],0,CB4
2Breit4Knockback,[-196;24],0,CB3
sadvibesonlyjr,[-147;-14],0,CB5
Cart007,[-139;-111],0,CB4
LuthienTinuvien,[-196;21],0,CB3
Shixrkz,[-139;-113],0,CB4
byleon123,[-147;-18],0,CB5
LuthienTinuvien,[-196;20],0,CB3
LoserSayHacksCH,[-139;-114],0,CB4
DarkPxishii,[-147;-19],0,CB5
xKydou,[-196;19],0,CB3
Leymo,[-139;-115],0,CB4
DubDub87,[-147;-20],0,CB5
Zomby_03,[-139;-116],0,CB4
VollSpast1,[-147;-23],0,CB5
ToqqleBaumarkt,[-139;-119],0,CB4
Imcutemarcel,[-196;11],0,CB3
qLeVer_,[-147;-28],0,CB5
yikuzo,[-139;-124],0,CB4
MarvCode,[-139;-126],0,CB4
AlexSkillz,[-147;-33],0,CB5
ToqqleBaumarkt,[-139;-128],0,CB4
KaputterBoy,[-147;-34],0,CB5
2Breit4Knockback,[-196;3],0,CB3
KaputterBoy,[-147;-35],0,CB5
Arachnoide,[-139;-130],0,CB4
Noahthaawesome,[-139;-131],0,CB4
ArabiHabibi,[-147;-37],0,CB5
OcT_Fame,[-139;-132],0,CB4
Ayman999,[-196;-4],0,CB3
zKxrmi,[-139;-133],0,CB4
KaranaFoxxi,[-147;-40],0,CB5
CuzImMatzi1,[-196;-6],0,CB3
KranfahrerDavid,[-196;-7],0,CB3
KarinaMisha,[-196;-11],0,CB3
437km,[-147;-46],0,CB5
IbimsEinsJojo,[-139;-140],0,CB4
xxSnitchEagle,[-139;-141],0,CB4
xXbraizneXx,[-147;-49],0,CB5
xxSnitchEagle,[-139;-142],0,CB4
cformeister,[-196;-15],0,CB3
BideSpielmitMir,[-147;-51],0,CB5
ReverseHulkDNS,[-196;-17],0,CB3
SirLanHaha,[-147;-54],0,CB5
nanio1,[-196;-19],0,CB3
Lux_GamerPro,[-139;-147],0,CB4
SirLanHaha,[-147;-55],0,CB5
MasterTobi12,[-196;-20],0,CB3
SirLanHaha,[-147;-56],0,CB5
MasterTobi12,[-196;-21],0,CB3
SirLanHaha,[-147;-57],0,CB5
SlavikElefant,[-139;-151],0,CB4
NebelRonix,[-196;-22],0,CB3
KiinqRush,[-147;-58],0,CB5
AiMAHOLICS,[-147;-59],0,CB5
GottFlex,[-139;-156],0,CB4
KiinqRush,[-147;-64],0,CB5
SapiensAnatis,[-196;-30],0,CB3
GeneralDeniz,[-196;-32],0,CB3
LUMPIseiOMA,[-147;-66],0,CB5
CoolekatzeYT,[-139;-160],0,CB4
GeneralDeniz,[-196;-33],0,CB3
UnLegit_nova,[-147;-67],0,CB5
MeinBrotPVP,[-139;-162],0,CB4
437km,[-147;-68],0,CB5
MeinBrotPVP,[-139;-163],0,CB4
NiedlicherDonut,[-196;-40],0,CB3
Rudi_Lord,[-196;-41],0,CB3
Punishor,[-139;-172],0,CB4
Game_Luca,[-147;-80],0,CB5
HalloHildesheim,[-139;-173],0,CB4
Ausgefallener,[-147;-84],0,CB5
zRaulsButterfly,[-139;-177],0,CB4
RushMonky,[-196;-50],0,CB3
CdwMauzi,[-147;-87],0,CB5
RushMonky,[-196;-51],0,CB3
KiinqRush,[-147;-88],0,CB5
hitzzlik3apepp3r,[-139;-184],0,CB4
Knortex,[-147;-90],0,CB5
LPYassin,[-139;-187],0,CB4
x_KillerKeks_x,[-147;-91],0,CB5
xxamin,[-139;-188],0,CB4
KingJ_99,[-196;-62],0,CB3
coolboy187er,[-139;-200],0,CB4
LoveBott,[-140;199],0,CB4
DieMilchFlasche,[-147;-97],0,CB5
280_FPS,[-196;-70],0,CB3
Paul_M_1508,[-196;-71],0,CB3
dzwvnek_,[-196;-72],0,CB3
Cookie_Mode,[-196;-74],0,CB3
RusherHC,[-140;187],0,CB4
RusherHC,[-140;186],0,CB4
NxghtguarD61000,[-140;185],0,CB4
clems0805,[-147;-110],0,CB5
StammesEnte,[-147;-113],0,CB5
Sxshiii,[-140;175],0,CB4
Pandapvpkun,[-147;-118],0,CB5
xFriice,[-140;169],0,CB4
zKiinqNabil,[-147;-121],0,CB5
KlajdikovskiHDLP,[-196;-85],0,CB3
Night_05,[-140;166],0,CB4
CRTXHD,[-196;-88],0,CB3
KlajdikovskiHDLP,[-196;-89],0,CB3
KnxckiiiYT,[-140;160],0,CB4
EinSpielSpieler,[-196;-90],0,CB3
CraftingMik,[-140;156],0,CB4
railedpurge,[-196;-98],0,CB3
Pandapvpkun,[-147;-135],0,CB5
Mr_Artom,[-140;152],0,CB4
Pandapvpkun,[-147;-138],0,CB5
leqlameV88,[-147;-175],0,CB5
RushDinoYT,[-196;-136],0,CB3
leqlameV88,[-147;-176],0,CB5
Profi_Gamer009,[-196;-137],0,CB3
BlindeMelone,[-147;-177],0,CB5
Mr_Mr_Creep_Xx,[-140;111],0,CB4
FeuerwehrDanieI,[-196;-138],0,CB3
FeuerwehrDanieI,[-196;-139],0,CB3
microdlx,[-140;110],0,CB4
GreenItzNiceBoy,[-196;-140],0,CB3
Renee154,[-140;108],0,CB4
Nxthy_Fna,[-147;-182],0,CB5
xPoishiisBrudii,[-147;-183],0,CB5
Zorniger,[-196;-144],0,CB3
DocJon,[-140;103],0,CB4
AngieDasOpfer,[-147;-186],0,CB5
EineMangoo,[-196;-147],0,CB3
DocJon,[-140;102],0,CB4
DocJon,[-140;101],0,CB4
Ascalta878,[-196;-150],0,CB3
AjiTheGamer,[-147;-189],0,CB5
DocJon,[-140;100],0,CB4
FreakyPanda,[-196;-152],0,CB3
2undzwanzig,[-147;-191],0,CB5
heartcode,[-140;99],0,CB4
BinKaj,[-147;-193],0,CB5
zUnlegitSkills,[-196;-155],0,CB3
monzterenergy,[-140;96],0,CB4
love_lisa_love,[-147;-197],0,CB5
Klassenbuch2acc,[-196;-160],0,CB3
xX_NKey_Xx,[-147;-199],0,CB5
CreavSheyn,[-140;89],0,CB4
Mehlwurm345,[-196;-162],0,CB3
YannickMyBaby,[-140;87],0,CB4
Stummi99,[-196;-165],0,CB3
TheEndTV,[-140;86],0,CB4
StefaN1999,[-148;194],0,CB5
Bennazette,[-196;-169],0,CB3
Opaxus,[-140;79],0,CB4
Justinnator123,[-196;-174],0,CB3
IBimsAnsage,[-140;72],0,CB4
NoKxckBra,[-148;180],0,CB5
LuloHD2710,[-196;-185],0,CB3
Tryarmy,[-148;175],0,CB5
xKampf_entex,[-140;66],0,CB4
FlaXxMyName,[-148;173],0,CB5
Taken211,[-140;65],0,CB4
g4l4xyg4m3r,[-196;-192],0,CB3
_MithiX_,[-148;167],0,CB5
_MithiX_,[-148;166],0,CB5
IchbineinTen,[-140;57],0,CB4
IchbineinTen,[-140;56],0,CB4
darksydrom,[-148;162],0,CB5
NexoGxmer,[-196;-200],0,CB3
IchHabeMcFitCard,[-148;160],0,CB5
lucaforster2,[-140;52],0,CB4
IchHabeMcFitCard,[-148;159],0,CB5
MrCido,[-140;51],0,CB4
LukawhattYT,[-140;50],0,CB4
BentoxYT,[-140;48],0,CB4
Its_skorpio,[-148;149],0,CB5
Birger4ever,[-140;44],0,CB4
Pixo250,[-197;186],0,CB3
MauriceGeiloYT,[-140;43],0,CB4
Hidayeet,[-197;185],0,CB3
DerBekiffte,[-140;42],0,CB4
NickingCraft,[-140;41],0,CB4
ZuA_PauL,[-197;183],0,CB3
xXMrGamingXx,[-140;39],0,CB4
Dxwn_Fall,[-197;180],0,CB3
MonstaNess,[-148;139],0,CB5
GameMod0,[-197;179],0,CB3
offcl_mrgucci,[-140;36],0,CB4
MonstaNess,[-148;138],0,CB5
HowToRxduce,[-140;34],0,CB4
xGermanEagle,[-148;133],0,CB5
affehagi1088,[-197;170],0,CB3
Hannesjoo,[-140;27],0,CB4
affehagi1088,[-197;168],0,CB3
MaiiinZ,[-140;26],0,CB4
sharkjuu12,[-140;25],0,CB4
DoctorEnder_YT,[-140;24],0,CB4
KnxckMaxYT,[-197;165],0,CB3
YT_Dragon_4K,[-148;122],0,CB5
Fqvez,[-197;163],0,CB3
halilisi,[-140;20],0,CB4
YT_Dragon_4K,[-148;121],0,CB5
The_MythFNA,[-197;160],0,CB3
14_FLUFFY_14,[-140;16],0,CB4
BastiiiHD,[-148;118],0,CB5
Blaszor,[-197;158],0,CB3
ZheJosh,[-148;117],0,CB5
ZheJosh,[-148;116],0,CB5
ZheJosh,[-148;115],0,CB5
Fr_edi,[-197;154],0,CB3
M3rtz,[-148;113],0,CB5
187Mxlfhunter,[-197;147],0,CB3
_LeonDE,[-148;109],0,CB5
LvckyNoKnock,[-197;146],0,CB3
matthijsdekoning,[-197;145],0,CB3
THX4BLOCKBUG,[-140;-3],0,CB4
Pnispeter,[-148;101],0,CB5
die21,[-197;140],0,CB3
Dubik_HD,[-148;97],0,CB5
godMvxi1,[-197;134],0,CB3
Kobra2006,[-148;94],0,CB5
clems0805,[-148;93],0,CB5
MonnwalkLikeGod,[-140;-18],0,CB4
ValliBam,[-197;127],0,CB3
_Poishii_YT,[-148;81],0,CB5
x5ive9inex,[-197;119],0,CB3
xTheBlack_Killer,[-140;-31],0,CB4
Oreo_Eis,[-148;79],0,CB5
TheCosmicLuigi,[-140;-32],0,CB4
LittleSpasstii,[-148;78],0,CB5
Styler01,[-140;-33],0,CB4
Mike_1,[-197;115],0,CB3
Flammenwave_HD,[-148;75],0,CB5
EnteLangstrumpf,[-197;112],0,CB3
Queen_Foxy,[-148;74],0,CB5
Rika010,[-148;73],0,CB5
WinnixHD,[-140;-41],0,CB4
SirMatjes,[-148;67],0,CB5
WinnixHD,[-140;-44],0,CB4
Intelliqentester,[-148;66],0,CB5
WinnixHD,[-140;-45],0,CB4
WinnixHD,[-140;-46],0,CB4
Lightzeb,[-140;-49],0,CB4
ByNevox,[-148;58],0,CB5
vuteyy,[-140;-53],0,CB4
Gamezocker8,[-148;57],0,CB5
Pauluten1,[-140;-54],0,CB4
monnikZzYT,[-148;56],0,CB5
Schoko_Expert,[-197;86],0,CB3
FexelHD,[-140;-59],0,CB4
Raid_Osutryhard,[-148;50],0,CB5
zlDxni,[-148;48],0,CB5
Nightsbridge,[-140;-65],0,CB4
KingofPyroYT,[-140;-69],0,CB4
WOG_Mystiix,[-197;75],0,CB3
ameliestinkt,[-148;42],0,CB5
Iron_Potatos,[-197;72],0,CB3
qewlXY,[-148;38],0,CB5
sp00kfest,[-140;-75],0,CB4
HazeOnTour,[-197;70],0,CB3
RealBezge,[-140;-76],0,CB4
deoox,[-148;32],0,CB5
deoox,[-148;31],0,CB5
KastenBagger,[-197;63],0,CB3
Kurii_,[-140;-82],0,CB4
Diam4ntZock,[-148;29],0,CB5
EntenPirat,[-148;28],0,CB5
affehagi1088,[-197;169],0,CB3
xRedZap,[-148;19],0,CB5
_EasyYT_,[-148;17],0,CB5
MelinaMagCreeper,[-140;-90],0,CB4
RickiTV,[-140;-93],0,CB4
zKxbra,[-140;-94],0,CB4
Salatdresing,[-148;10],0,CB5
tobtastisch,[-140;-95],0,CB4
XxSkill3rMLGLPxX,[-197;37],0,CB3
Marux_,[-148;8],0,CB5
zKxbra,[-140;-98],0,CB4
EinfachNurTeo,[-197;36],0,CB3
Tracewall,[-148;7],0,CB5
XxSkill3rMLGLPxX,[-197;34],0,CB3
MrJ3G,[-148;6],0,CB5
XxSkill3rMLGLPxX,[-197;33],0,CB3
CuzImNoah,[-140;-102],0,CB4
_breezly_bear_,[-148;4],0,CB5
Felvous,[-140;-103],0,CB4
NirooYT,[-197;29],0,CB3
_zLegitErnest_,[-140;-105],0,CB4
ScheffKochGHG,[-148;1],0,CB5
GhostFresen,[-197;27],0,CB3
Yarak_zocktmc,[-140;-107],0,CB4
Not_DasLuca,[-148;-1],0,CB5
Roblox_YT,[-197;25],0,CB3
onetakeGHG,[-140;-114],0,CB4
_breezly_bear_,[-148;-8],0,CB5
Rouven_iws,[-197;19],0,CB3
onetakeGHG,[-140;-115],0,CB4
Bulu23,[-148;-9],0,CB5
I2mT0oSw3et,[-197;18],0,CB3
ShadowSpaxHD,[-148;-10],0,CB5
_breezly_bear_,[-148;-11],0,CB5
NoNameSteve,[-140;-119],0,CB4
Fatumi,[-197;14],0,CB3
kfkkf,[-148;-14],0,CB5
INaioN,[-140;-121],0,CB4
Yannik0815,[-197;12],0,CB3
INaioN,[-140;-122],0,CB4
Twitch_LixxTRA,[-148;-16],0,CB5
uniqueSxloz,[-140;-125],0,CB4
joollie,[-197;9],0,CB3
BeschteEnte,[-197;7],0,CB3
UnknowVnm,[-148;-24],0,CB5
_breezly_bear_,[-148;-25],0,CB5
By_Xeras,[-148;-30],0,CB5
Yakv,[-148;-31],0,CB5
Habe100EuroPc,[-140;-135],0,CB4
SerdarSomuncu,[-197;-4],0,CB3
SkillKicker,[-140;-138],0,CB4
AdditionsAufgabe,[-148;-35],0,CB5
Why_do_I_do_this,[-148;-36],0,CB5
Why_do_I_do_this,[-148;-37],0,CB5
Shqrki,[-140;-142],0,CB4
scooterdaniel97,[-197;-11],0,CB3
TimeSchosch,[-148;-38],0,CB5
ReverseToad,[-140;-146],0,CB4
Syythus,[-197;-17],0,CB3
TommyPrada,[-197;-20],0,CB3
Versiiox,[-148;-47],0,CB5
timipooh,[-140;-150],0,CB4
Versiiox,[-148;-48],0,CB5
Versiiox,[-148;-50],0,CB5
teppichfluse1313,[-140;-154],0,CB4
TimeTube44,[-140;-156],0,CB4
MrSkydarkHD,[-197;-29],0,CB3
knockbxckintus,[-140;-157],0,CB4
MrSkydarkHD,[-197;-30],0,CB3
MrSkydarkHD,[-197;-31],0,CB3
TheVoNkeR,[-140;-161],0,CB4
Pnispeter,[-148;-60],0,CB5
GeneralDeniz,[-197;-32],0,CB3
MeinBrotPVP,[-140;-162],0,CB4
GeneralDeniz,[-197;-33],0,CB3
Laura20706,[-140;-163],0,CB4
PixelcrecherLP,[-197;-34],0,CB3
TheSkySlicer,[-140;-164],0,CB4
Starcate,[-197;-35],0,CB3
cold_like_ice,[-148;-66],0,CB5
ByDreckii,[-140;-166],0,CB4
SyncronSprecher,[-140;-168],0,CB4
Dark_Gon,[-148;-68],0,CB5
IchRauchKokain,[-148;-70],0,CB5
BerryTheGamer,[-140;-171],0,CB4
Sage_lp,[-197;-44],0,CB3
zNastX,[-148;-71],0,CB5
OffixialVans,[-197;-45],0,CB3
tims_world,[-140;-173],0,CB4
DerBergRuft,[-148;-76],0,CB5
diamontpro,[-148;-78],0,CB5
JustLaraaa,[-140;-176],0,CB4
Lets__Finn,[-140;-178],0,CB4
HodenKobold44,[-148;-80],0,CB5
Niggo_97,[-197;-58],0,CB3
CuzImNoNameDE,[-148;-84],0,CB5
Niggo_97,[-197;-60],0,CB3
Logisch_Ryan1012,[-140;-184],0,CB4
GCE_Silas,[-148;-85],0,CB5
CdwMauzi,[-148;-87],0,CB5
_LeqitKnxckBack_,[-148;-88],0,CB5
Itakuy,[-148;-93],0,CB5
Niklxz,[-197;-71],0,CB3
ReverseApfel,[-197;-72],0,CB3
MattiCrash,[-140;-198],0,CB4
berlin316,[-197;-73],0,CB3
DerSupremeAnzug,[-140;-199],0,CB4
CuzImNoNameDE,[-148;-96],0,CB5
Cookie_Mode,[-197;-74],0,CB3
CuzImNoNameDE,[-148;-97],0,CB5
SirJubert,[-148;-99],0,CB5
berlin316,[-197;-79],0,CB3
WOG_Mystiix,[-197;-85],0,CB3
xDelarin,[-148;-108],0,CB5
_JCrafterHD_,[-197;-87],0,CB3
IBennexYT,[-148;-110],0,CB5
Lucas_ist_cool,[-148;-112],0,CB5
IschBimsLuqa,[-148;-113],0,CB5
_JCrafterHD_,[-197;-88],0,CB3
DefectCake,[-148;-115],0,CB5
Elite_GSG9,[-197;-93],0,CB3
unleqit_Kanga,[-148;-120],0,CB5
CubeSkills,[-148;-125],0,CB5
LaserHuhn,[-148;-126],0,CB5
vierfachJessie,[-197;-105],0,CB3
DatBambus_GHG,[-148;-129],0,CB5
DatBambus_GHG,[-148;-130],0,CB5
Seno007,[-148;-136],0,CB5
KeksiiiiLein,[-197;-115],0,CB3
Kqrem,[-148;-140],0,CB5
MaverickGHG,[-148;-141],0,CB5
Dr_Snoxx,[-197;-121],0,CB3
Deroo66TV,[-148;-142],0,CB5
MaverickGHG,[-148;-143],0,CB5
Agonios,[-148;-144],0,CB5
WDS_Alex,[-148;-149],0,CB5
zCrafterHD,[-148;-150],0,CB5
RushDinoYT,[-197;-135],0,CB3
RushDinoYT,[-197;-136],0,CB3
IchLiegInKomaYT,[-148;-155],0,CB5
Abgegrleft,[-197;-138],0,CB3
IchLiegInKomaYT,[-148;-156],0,CB5
Cr4zyrope,[-197;-139],0,CB3
Popi110,[-148;-159],0,CB5
FRND_TYLER,[-197;-142],0,CB3
snw_,[-148;-165],0,CB5
Corcrafter,[-148;-116],0,CB4
IceFrezz99,[-197;-150],0,CB3
J_o_n_a_s_05,[-148;-119],0,CB4
SchurkenkillerG,[-197;-153],0,CB3
A_Freundin,[-148;-121],0,CB4
IchbimsClemens,[-197;-154],0,CB3
xCalledleon2,[-148;-177],0,CB5
_IchtrageRolex_,[-148;-124],0,CB4
SchlummerPieps,[-148;-178],0,CB5
_unfuq,[-197;-155],0,CB3
CoresSeb,[-148;-179],0,CB5
SchwertcrafterHD,[-148;-128],0,CB4
mcqz,[-197;-158],0,CB3
LvckyNuke,[-148;-182],0,CB5
SchwertcrafterHD,[-148;-130],0,CB4
SwitchKeks,[-148;-183],0,CB5
MangoSchnalle_92,[-197;-160],0,CB3
SchwertcrafterHD,[-148;-131],0,CB4
MangoSchnalle_92,[-197;-161],0,CB3
davido61,[-148;-185],0,CB5
Cedinhio,[-148;-134],0,CB4
Cedinhio,[-148;-136],0,CB4
FVario,[-148;-191],0,CB5
AnyGHG,[-148;-193],0,CB5
ZoeyMC,[-148;-194],0,CB5
yoloplayer355,[-148;-145],0,CB4
foxteufelwild,[-148;-198],0,CB5
LukesEnderWelt,[-148;-149],0,CB4
zHxku,[-197;-181],0,CB3
zBlxcky_,[-148;-199],0,CB5
war__King,[-197;-185],0,CB3
GermanFantohm,[-148;-154],0,CB4
KingTitus2000,[-148;-155],0,CB4
RayquazaL3gend,[-198;200],0,CB3
x_XxTentacion_,[-198;197],0,CB3
OffWhiteKnusper,[-198;195],0,CB3
Antib123,[-148;-177],0,CB4
_VxTex_,[-198;191],0,CB3
picolett,[-148;-180],0,CB4
Boy_Surge,[-198;187],0,CB3
zUnleqitEnte,[-148;-189],0,CB4
Dxwn_Fall,[-198;180],0,CB3
Komplexii,[-148;-192],0,CB4
TonyGamer15,[-198;179],0,CB3
HTown09,[-198;175],0,CB3
Schneeball_,[-148;-197],0,CB4
Namicall__,[-148;-200],0,CB4
MaxMayer11,[-149;197],0,CB4
ByBearix,[-149;193],0,CB4
_Sxon_,[-198;161],0,CB3
DuWurdestZerlegt,[-198;158],0,CB3
xxxMax_xxx,[-149;189],0,CB4
Forty73,[-198;156],0,CB3
TeamExploit18,[-198;155],0,CB3
J2425,[-149;185],0,CB4
Spedkat,[-149;184],0,CB4
Hyperjay,[-198;149],0,CB3
_WaterSophie_,[-198;148],0,CB3
FelixHD23,[-149;179],0,CB4
ByZombieDNA,[-149;174],0,CB4
baumblau_king,[-149;173],0,CB4
die21,[-198;140],0,CB3
Maxarmy3006,[-198;136],0,CB3
GrootBeast,[-198;132],0,CB3
NeptunBeast1,[-149;163],0,CB4
NeptunBeast1,[-149;162],0,CB4
stefanGHG,[-198;126],0,CB3
Edonis17,[-198;125],0,CB3
Raddeey,[-149;157],0,CB4
Jobo4000ELSK,[-198;124],0,CB3
Julation_,[-149;156],0,CB4
IchStehAmFenster,[-149;155],0,CB4
IchStehAmFenster,[-149;154],0,CB4
tongamertag72,[-198;115],0,CB3
Sturmwaffi,[-198;113],0,CB3
ALAN_TV,[-149;146],0,CB4
mausabusen,[-149;143],0,CB4
zRevenge666,[-149;140],0,CB4
Hydropy,[-149;135],0,CB4
ByMaximHDYT,[-198;100],0,CB3
KoalKiller,[-149;132],0,CB4
Leqend_sFrau,[-149;131],0,CB4
LittleKnockJr,[-149;128],0,CB4
Mr_PewPewPew,[-198;88],0,CB3
NoobHDYT,[-149;123],0,CB4
XxDreamboy03xX,[-198;87],0,CB3
Sprocs,[-149;122],0,CB4
Kochofen,[-149;118],0,CB4
Lemonensaft,[-149;116],0,CB4
